datetime,count
2011-01-20 00:00:00,12.32
2011-01-20 01:00:00,4.79
2011-01-20 02:00:00,5.88
2011-01-20 03:00:00,3.29
2011-01-20 04:00:00,2.85
2011-01-20 05:00:00,6.28
2011-01-20 06:00:00,37.43
2011-01-20 07:00:00,106.53
2011-01-20 08:00:00,233.84
2011-01-20 09:00:00,126.04
2011-01-20 10:00:00,64.2
2011-01-20 11:00:00,61.65
2011-01-20 12:00:00,86.4
2011-01-20 13:00:00,76.67
2011-01-20 14:00:00,89.59
2011-01-20 15:00:00,86.3
2011-01-20 16:00:00,106.88
2011-01-20 17:00:00,208.26
2011-01-20 18:00:00,177.64
2011-01-20 19:00:00,100.77
2011-01-20 20:00:00,71.1
2011-01-20 21:00:00,51.19
2011-01-20 22:00:00,45.74
2011-01-20 23:00:00,26.45
2011-01-21 00:00:00,14.23
2011-01-21 01:00:00,8.38
2011-01-21 02:00:00,7.02
2011-01-21 03:00:00,2.46
2011-01-21 04:00:00,1.725
2011-01-21 05:00:00,3.59
2011-01-21 06:00:00,35.53
2011-01-21 07:00:00,96.88
2011-01-21 08:00:00,205.2
2011-01-21 09:00:00,127.72
2011-01-21 10:00:00,48.12
2011-01-21 11:00:00,63.77
2011-01-21 12:00:00,70.05
2011-01-21 13:00:00,67.3
2011-01-21 14:00:00,65.71
2011-01-21 15:00:00,62.64
2011-01-21 16:00:00,77.34
2011-01-21 17:00:00,148.31
2011-01-21 18:00:00,147.6
2011-01-21 19:00:00,103.53
2011-01-21 20:00:00,60.31
2011-01-21 21:00:00,47.17
2011-01-21 22:00:00,33.01
2011-01-21 23:00:00,22.82
2011-01-22 00:00:00,32.45
2011-01-22 01:00:00,21.06
2011-01-22 02:00:00,17.37
2011-01-22 03:00:00,6.79
2011-01-22 04:00:00,2.75
2011-01-22 06:00:00,4.77
2011-01-22 07:00:00,14.25
2011-01-22 08:00:00,28.73
2011-01-22 09:00:00,38.57333333333334
2011-01-22 10:00:00,61.49
2011-01-22 11:00:00,63.54
2011-01-22 12:00:00,70.32
2011-01-22 13:00:00,82.17
2011-01-22 14:00:00,76.41
2011-01-22 15:00:00,77.19
2011-01-22 16:00:00,78.07
2011-01-22 17:00:00,90.45
2011-01-22 18:00:00,59.19
2011-01-22 19:00:00,41.4
2011-01-22 20:00:00,41.32
2011-01-22 21:00:00,36.12
2011-01-22 22:00:00,24.4
2011-01-22 23:00:00,15.18
2011-01-23 00:00:00,28.55
2011-01-23 01:00:00,19.28
2011-01-23 02:00:00,15.87
2011-01-23 03:00:00,13.78
2011-01-23 05:00:00,3.46
2011-01-23 06:00:00,2.2
2011-01-23 07:00:00,7.76
2011-01-23 08:00:00,23.63
2011-01-23 09:00:00,36.98
2011-01-23 10:00:00,55.47
2011-01-23 11:00:00,62.46
2011-01-23 12:00:00,66.97
2011-01-23 13:00:00,67.16
2011-01-23 14:00:00,75.21
2011-01-23 15:00:00,73.24
2011-01-23 16:00:00,76.31
2011-01-23 17:00:00,73.92
2011-01-23 18:00:00,68.41
2011-01-23 19:00:00,46.07
2011-01-23 20:00:00,34.17
2011-01-23 21:00:00,28.29
2011-01-23 22:00:00,19.53
2011-01-23 23:00:00,15.39
2011-01-24 00:00:00,11.27
2011-01-24 01:00:00,4.87
2011-01-24 03:00:00,1.89
2011-01-24 04:00:00,2.27
2011-01-24 05:00:00,6.35
2011-01-24 06:00:00,23.58
2011-01-24 07:00:00,82.28
2011-01-24 08:00:00,169.85
2011-01-24 09:00:00,109.64
2011-01-24 10:00:00,44.57
2011-01-24 11:00:00,38.38
2011-01-24 12:00:00,52.84
2011-01-24 13:00:00,46.12
2011-01-24 14:00:00,45.11
2011-01-24 15:00:00,58.84
2011-01-24 16:00:00,68.69
2011-01-24 17:00:00,158.17
2011-01-24 18:00:00,152.9
2011-01-24 19:00:00,95.22
2011-01-24 20:00:00,67.07
2011-01-24 21:00:00,42.86
2011-01-24 22:00:00,24.37
2011-01-24 23:00:00,19.37
2011-01-25 00:00:00,9.94
2011-01-25 01:00:00,3.51
2011-01-25 02:00:00,2.48
2011-01-25 04:00:00,1.48
2011-01-25 05:00:00,6.09
2011-01-25 06:00:00,34.13
2011-01-25 07:00:00,86.26
2011-01-25 08:00:00,208.95
2011-01-25 09:00:00,120.01
2011-01-25 10:00:00,57.23
2011-01-25 11:00:00,58.1
2011-01-25 12:00:00,73.17
2011-01-25 13:00:00,76.66
2011-01-25 14:00:00,74.31
2011-01-25 15:00:00,71.86
2011-01-25 16:00:00,99.74
2011-01-25 17:00:00,214.45
2011-01-25 18:00:00,207.72
2011-01-25 19:00:00,112.18
2011-01-25 20:00:00,77.49
2011-01-25 21:00:00,56.03
2011-01-25 22:00:00,34.76
2011-01-25 23:00:00,19.84
2011-01-26 00:00:00,9.65
2011-01-26 01:00:00,4.51
2011-01-26 02:00:00,3.85
2011-01-26 05:00:00,2.86
2011-01-26 06:00:00,25.78
2011-01-26 07:00:00,106.55
2011-01-26 08:00:00,154.02
2011-01-26 09:00:00,107.93
2011-01-26 10:00:00,74.42
2011-01-26 11:00:00,71.51
2011-01-26 12:00:00,67.69
2011-01-26 13:00:00,68.85
2011-01-26 14:00:00,64.63
2011-01-26 15:00:00,62.96
2011-01-26 16:00:00,77.35
2011-01-26 17:00:00,117.41
2011-01-27 16:00:00,78.89
2011-01-27 17:00:00,167.93
2011-01-27 18:00:00,136.77
2011-01-27 19:00:00,97.86
2011-01-27 20:00:00,80.5
2011-01-27 21:00:00,52.26
2011-01-27 22:00:00,43.11
2011-01-27 23:00:00,29.77
2011-01-28 00:00:00,13.2
2011-01-28 01:00:00,6.84
2011-01-28 02:00:00,3.53
2011-01-28 03:00:00,1.63
2011-01-28 05:00:00,6.95
2011-01-28 06:00:00,32.91
2011-01-28 07:00:00,87.18
2011-01-28 08:00:00,209.84
2011-01-28 09:00:00,74.87
2011-01-28 10:00:00,35.94
2011-01-28 11:00:00,38.31
2011-01-28 12:00:00,44.84
2011-01-28 13:00:00,49.37
2011-01-28 14:00:00,59.86
2011-01-28 15:00:00,57.46
2011-01-28 16:00:00,73.23
2011-01-28 17:00:00,154.95
2011-01-28 18:00:00,146.97
2011-01-28 19:00:00,102.96
2011-01-28 20:00:00,72.54
2011-01-28 21:00:00,48.47
2011-01-28 22:00:00,42.9
2011-01-28 23:00:00,30.45
2011-01-29 00:00:00,37.41
2011-01-29 01:00:00,35.01
2011-01-29 02:00:00,21.55
2011-01-29 03:00:00,11.45
2011-01-29 04:00:00,4.16
2011-01-29 06:00:00,3.07
2011-01-29 07:00:00,10.01
2011-01-29 08:00:00,24.295
2011-01-29 09:00:00,34.22333333333333
2011-01-29 10:00:00,64.16
2011-01-29 11:00:00,62.84
2011-01-29 12:00:00,70.03
2011-01-29 13:00:00,80.13
2011-01-29 14:00:00,75.75
2011-01-29 15:00:00,74.79
2011-01-29 16:00:00,84.09
2011-01-29 17:00:00,81.8
2011-01-29 18:00:00,70.75
2011-01-29 19:00:00,69.43
2011-01-29 20:00:00,52.99
2011-01-29 21:00:00,41.37
2011-01-29 22:00:00,27.98
2011-01-29 23:00:00,23.46
2011-01-30 00:00:00,32.31
2011-01-30 01:00:00,28.82
2011-01-30 02:00:00,20.01
2011-01-30 03:00:00,13.0
2011-01-30 04:00:00,5.38
2011-01-30 05:00:00,4.63
2011-01-30 07:00:00,7.2
2011-01-30 08:00:00,17.6
2011-01-30 09:00:00,30.294999999999995
2011-01-30 10:00:00,63.12
2011-01-30 11:00:00,71.72
2011-01-30 12:00:00,126.73
2011-01-30 13:00:00,86.74
2011-01-30 14:00:00,93.62
2011-01-30 15:00:00,125.06
2011-01-30 16:00:00,120.44
2011-01-30 17:00:00,83.31
2011-01-30 18:00:00,66.71
2011-01-30 19:00:00,48.93
2011-01-30 20:00:00,48.92
2011-01-30 21:00:00,31.7
2011-01-30 22:00:00,20.29
2011-01-30 23:00:00,18.03
2011-01-31 00:00:00,12.64
2011-01-31 01:00:00,3.64
2011-01-31 02:00:00,2.72
2011-01-31 03:00:00,2.22
2011-01-31 04:00:00,1.7
2011-01-31 05:00:00,2.58
2011-01-31 06:00:00,34.37
2011-01-31 07:00:00,82.5
2011-01-31 08:00:00,186.97
2011-01-31 09:00:00,98.14
2011-01-31 10:00:00,42.54
2011-01-31 11:00:00,40.74
2011-01-31 12:00:00,58.66
2011-01-31 13:00:00,59.34
2011-01-31 14:00:00,52.77
2011-01-31 15:00:00,50.26
2011-01-31 16:00:00,69.01
2011-01-31 17:00:00,159.65
2011-01-31 18:00:00,155.06
2011-01-31 19:00:00,127.38
2011-01-31 20:00:00,64.23
2011-01-31 21:00:00,35.82
2011-01-31 22:00:00,29.61
2011-01-31 23:00:00,16.8
2011-02-20 00:00:00,39.37
2011-02-20 01:00:00,32.11
2011-02-20 02:00:00,19.98
2011-02-20 03:00:00,10.63
2011-02-20 04:00:00,2.75
2011-02-20 06:00:00,2.21
2011-02-20 07:00:00,8.4
2011-02-20 08:00:00,23.48
2011-02-20 09:00:00,38.16
2011-02-20 10:00:00,88.27
2011-02-20 11:00:00,113.9
2011-02-20 12:00:00,137.06
2011-02-20 13:00:00,165.63
2011-02-20 14:00:00,148.47
2011-02-20 15:00:00,166.36
2011-02-20 16:00:00,152.67
2011-02-20 17:00:00,128.28
2011-02-20 18:00:00,82.0
2011-02-20 19:00:00,72.3
2011-02-20 20:00:00,61.25
2011-02-20 21:00:00,52.76
2011-02-20 22:00:00,40.55
2011-02-20 23:00:00,35.16
