datetime,count
2011-01-20 00:00:00,123.35757874015749
2011-01-20 01:00:00,117.82632874015749
2011-01-20 02:00:00,117.82632874015749
2011-01-20 03:00:00,118.23257874015749
2011-01-20 04:00:00,118.23257874015749
2011-01-20 05:00:00,111.20132874015749
2011-01-20 06:00:00,97.07632874015749
2011-01-20 07:00:00,99.57632874015749
2011-01-20 08:00:00,90.51382874015749
2011-01-20 09:00:00,108.32632874015749
2011-01-20 10:00:00,141.5450787401575
2011-01-20 11:00:00,128.3888287401575
2011-01-20 12:00:00,111.79507874015749
2011-01-20 13:00:00,118.29507874015749
2011-01-20 14:00:00,128.7638287401575
2011-01-20 15:00:00,134.2325787401575
2011-01-20 16:00:00,128.9513287401575
2011-01-20 17:00:00,115.07632874015749
2011-01-20 18:00:00,108.85757874015749
2011-01-20 19:00:00,131.9200787401575
2011-01-20 20:00:00,112.48257874015749
2011-01-20 21:00:00,103.45132874015749
2011-01-20 22:00:00,119.42007874015749
2011-01-20 23:00:00,110.07632874015749
2011-01-21 00:00:00,103.88882874015749
2011-01-21 01:00:00,103.88882874015749
2011-01-21 02:00:00,66.95132874015749
2011-01-21 03:00:00,44.76382874015749
2011-01-21 04:00:00,64.92007874015749
2011-01-21 05:00:00,119.57632874015749
2011-01-21 06:00:00,95.20132874015749
2011-01-21 07:00:00,95.51382874015749
2011-01-21 08:00:00,88.51382874015749
2011-01-21 09:00:00,81.98257874015749
2011-01-21 10:00:00,83.38882874015749
2011-01-21 11:00:00,102.98257874015749
2011-01-21 12:00:00,75.45132874015749
2011-01-21 13:00:00,78.01382874015749
2011-01-21 14:00:00,94.42007874015749
2011-01-21 15:00:00,71.23257874015749
2011-01-21 16:00:00,66.63882874015749
2011-01-21 17:00:00,46.38882874015749
2011-01-21 18:00:00,25.545078740157493
2011-01-21 19:00:00,33.57632874015749
2011-01-21 20:00:00,17.482578740157493
2011-01-21 21:00:00,7.576328740157493
2011-01-21 22:00:00,17.263828740157493
2011-01-21 23:00:00,2.982578740157493
2011-01-22 00:00:00,0.0
2011-01-22 01:00:00,0.0
2011-01-22 02:00:00,0.0
2011-01-22 03:00:00,0.0
2011-01-22 04:00:00,0.0
2011-01-22 06:00:00,0.0
2011-01-22 07:00:00,0.0
2011-01-22 08:00:00,0.0
2011-01-22 09:00:00,0.0
2011-01-22 10:00:00,0.0
2011-01-22 11:00:00,0.0
2011-01-22 12:00:00,0.0
2011-01-22 13:00:00,0.0
2011-01-22 14:00:00,0.0
2011-01-22 15:00:00,47.628008760154415
2011-01-22 16:00:00,20.440324093226593
2011-01-22 17:00:00,0.0
2011-01-22 18:00:00,0.0
2011-01-22 19:00:00,0.0
2011-01-22 20:00:00,0.0
2011-01-22 21:00:00,0.0
2011-01-22 22:00:00,0.0
2011-01-22 23:00:00,0.0
2011-01-23 00:00:00,0.0
2011-01-23 01:00:00,0.0
2011-01-23 02:00:00,0.0
2011-01-23 03:00:00,0.0
2011-01-23 05:00:00,0.0
2011-01-23 06:00:00,0.0
2011-01-23 07:00:00,0.0
2011-01-23 08:00:00,0.0
2011-01-23 09:00:00,0.0
2011-01-23 10:00:00,35.07224736889262
2011-01-23 11:00:00,37.95559692607617
2011-01-23 12:00:00,49.25517326871213
2011-01-23 13:00:00,54.35921141613821
2011-01-23 14:00:00,67.70856158620202
2011-01-23 15:00:00,67.70856158620202
2011-01-23 16:00:00,78.65993947027167
2011-01-23 17:00:00,63.61865245923141
2011-01-23 18:00:00,25.347546844702407
2011-01-23 19:00:00,16.754461300011542
2011-01-23 20:00:00,0.0
2011-01-23 21:00:00,12.867098827563353
2011-01-23 22:00:00,0.0
2011-01-23 23:00:00,0.0
2011-01-24 00:00:00,12.451328740157493
2011-01-24 01:00:00,0.0
2011-01-24 03:00:00,7.482578740157493
2011-01-24 04:00:00,0.0
2011-01-24 05:00:00,0.0
2011-01-24 06:00:00,0.0
2011-01-24 07:00:00,0.0
2011-01-24 08:00:00,0.0
2011-01-24 09:00:00,0.0
2011-01-24 10:00:00,17.513828740157493
2011-01-24 11:00:00,15.170078740157493
2011-01-24 12:00:00,1.0450787401574928
2011-01-24 13:00:00,41.60757874015749
2011-01-24 14:00:00,44.13882874015749
2011-01-24 15:00:00,62.48257874015749
2011-01-24 16:00:00,68.13882874015749
2011-01-24 17:00:00,73.88882874015749
2011-01-24 18:00:00,61.51382874015749
2011-01-24 19:00:00,46.01382874015749
2011-01-24 20:00:00,61.51382874015749
2011-01-24 21:00:00,45.48257874015749
2011-01-24 22:00:00,56.10757874015749
2011-01-24 23:00:00,65.42007874015749
2011-01-25 00:00:00,84.70132874015749
2011-01-25 01:00:00,64.67007874015749
2011-01-25 02:00:00,68.54507874015749
2011-01-25 04:00:00,33.95132874015749
2011-01-25 05:00:00,52.23257874015749
2011-01-25 06:00:00,47.79507874015749
2011-01-25 07:00:00,66.23257874015749
2011-01-25 08:00:00,50.92007874015749
2011-01-25 09:00:00,64.98257874015749
2011-01-25 10:00:00,75.92007874015749
2011-01-25 11:00:00,105.63882874015749
2011-01-25 12:00:00,88.45132874015749
2011-01-25 13:00:00,99.76382874015749
2011-01-25 14:00:00,112.38882874015749
2011-01-25 15:00:00,126.98257874015749
2011-01-25 16:00:00,126.98257874015749
2011-01-25 17:00:00,124.29507874015749
2011-01-25 18:00:00,117.38882874015749
2011-01-25 19:00:00,114.35757874015749
2011-01-25 20:00:00,111.01382874015749
2011-01-25 21:00:00,111.01382874015749
2011-01-25 22:00:00,85.60757874015749
2011-01-25 23:00:00,85.92007874015749
2011-01-26 00:00:00,92.45132874015749
2011-01-26 01:00:00,106.01382874015749
2011-01-26 02:00:00,39.73257874015749
2011-01-26 05:00:00,64.04507874015749
2011-01-26 06:00:00,64.04507874015749
2011-01-26 07:00:00,49.54507874015749
2011-01-26 08:00:00,49.54507874015749
2011-01-26 09:00:00,49.54507874015749
2011-01-26 10:00:00,57.01382874015749
2011-01-26 11:00:00,68.48257874015749
2011-01-26 12:00:00,68.48257874015749
2011-01-26 13:00:00,68.48257874015749
2011-01-26 14:00:00,60.38882874015749
2011-01-26 15:00:00,55.17007874015749
2011-01-26 16:00:00,1.5450787401574928
2011-01-26 17:00:00,47.20132874015749
2011-01-27 16:00:00,85.79507874015749
2011-01-27 17:00:00,80.73257874015749
2011-01-27 18:00:00,62.54507874015749
2011-01-27 19:00:00,62.54507874015749
2011-01-27 20:00:00,46.98257874015749
2011-01-27 21:00:00,46.98257874015749
2011-01-27 22:00:00,46.98257874015749
2011-01-27 23:00:00,50.23257874015749
2011-01-28 00:00:00,79.51382874015749
2011-01-28 01:00:00,79.51382874015749
2011-01-28 02:00:00,73.67007874015749
2011-01-28 03:00:00,65.35757874015749
2011-01-28 05:00:00,52.98257874015749
2011-01-28 06:00:00,66.82632874015749
2011-01-28 07:00:00,43.85757874015749
2011-01-28 08:00:00,43.85757874015749
2011-01-28 09:00:00,30.013828740157493
2011-01-28 10:00:00,26.170078740157493
2011-01-28 11:00:00,32.35757874015749
2011-01-28 12:00:00,32.35757874015749
2011-01-28 13:00:00,32.35757874015749
2011-01-28 14:00:00,30.138828740157493
2011-01-28 15:00:00,50.57632874015749
2011-01-28 16:00:00,51.57632874015749
2011-01-28 17:00:00,93.63882874015749
2011-01-28 18:00:00,102.32632874015749
2011-01-28 19:00:00,105.42007874015749
2011-01-28 20:00:00,115.10757874015749
2011-01-28 21:00:00,92.70132874015749
2011-01-28 22:00:00,106.95132874015749
2011-01-28 23:00:00,111.20132874015749
2011-01-29 00:00:00,43.88847886898978
2011-01-29 01:00:00,44.00349482971049
2011-01-29 02:00:00,48.90507586036691
2011-01-29 03:00:00,37.931951441733844
2011-01-29 04:00:00,1.052226246581796
2011-01-29 06:00:00,4.729379396420342
2011-01-29 07:00:00,19.37755329228341
2011-01-29 08:00:00,32.40163013094022
2011-01-29 09:00:00,23.836539790829164
2011-01-29 10:00:00,27.475730968434647
2011-01-29 11:00:00,39.29054351436676
2011-01-29 12:00:00,67.93859607841696
2011-01-29 13:00:00,78.14635701818483
2011-01-29 14:00:00,78.81184986182004
2011-01-29 15:00:00,37.06079247829686
2011-01-29 16:00:00,73.50965941068816
2011-01-29 17:00:00,59.92923557946594
2011-01-29 18:00:00,42.46491344767591
2011-01-29 19:00:00,56.05591971292742
2011-01-29 20:00:00,0.0
2011-01-29 21:00:00,0.0
