datetime,count
2011-01-20 00:00:00,13.62
2011-01-20 01:00:00,5.13
2011-01-20 02:00:00,3.88
2011-01-20 03:00:00,2.45
2011-01-20 04:00:00,1.99
2011-01-20 05:00:00,6.58
2011-01-20 06:00:00,37.66
2011-01-20 07:00:00,104.64
2011-01-20 08:00:00,218.67
2011-01-20 09:00:00,119.35
2011-01-20 10:00:00,67.78
2011-01-20 11:00:00,73.97
2011-01-20 12:00:00,83.14
2011-01-20 13:00:00,80.21
2011-01-20 14:00:00,85.93
2011-01-20 15:00:00,87.44
2011-01-20 16:00:00,94.37
2011-01-20 17:00:00,193.57
2011-01-20 18:00:00,162.2
2011-01-20 19:00:00,107.1
2011-01-20 20:00:00,78.46
2011-01-20 21:00:00,52.62
2011-01-20 22:00:00,43.24
2011-01-20 23:00:00,27.53
2011-01-21 00:00:00,16.12
2011-01-21 01:00:00,6.43
2011-01-21 02:00:00,6.12
2011-01-21 03:00:00,3.01
2011-01-21 04:00:00,2.235
2011-01-21 05:00:00,4.5
2011-01-21 06:00:00,37.19
2011-01-21 07:00:00,98.41
2011-01-21 08:00:00,193.82
2011-01-21 09:00:00,128.75
2011-01-21 10:00:00,52.5
2011-01-21 11:00:00,65.1
2011-01-21 12:00:00,73.29
2011-01-21 13:00:00,72.16
2011-01-21 14:00:00,71.48
2011-01-21 15:00:00,68.08
2011-01-21 16:00:00,71.64
2011-01-21 17:00:00,177.96
2011-01-21 18:00:00,171.06
2011-01-21 19:00:00,122.4
2011-01-21 20:00:00,64.07
2011-01-21 21:00:00,48.67
2011-01-21 22:00:00,32.9
2011-01-21 23:00:00,22.89
2011-01-22 00:00:00,23.34
2011-01-22 01:00:00,20.02
2011-01-22 02:00:00,17.62
2011-01-22 03:00:00,8.18
2011-01-22 04:00:00,2.83
2011-01-22 06:00:00,2.69
2011-01-22 07:00:00,68.35
2011-01-22 08:00:00,78.41
2011-01-22 09:00:00,73.59
2011-01-22 10:00:00,72.83
2011-01-22 11:00:00,71.28
2011-01-22 12:00:00,69.29
2011-01-22 13:00:00,71.68
2011-01-22 14:00:00,66.83
2011-01-22 15:00:00,64.89
2011-01-22 16:00:00,63.54
2011-01-22 17:00:00,75.88
2011-01-22 18:00:00,58.16
2011-01-22 19:00:00,50.74
2011-01-22 20:00:00,43.88
2011-01-22 21:00:00,47.51
2011-01-22 22:00:00,33.42
2011-01-22 23:00:00,17.69
2011-01-23 00:00:00,24.07
2011-01-23 01:00:00,22.2
2011-01-23 02:00:00,18.12
2011-01-23 03:00:00,10.75
2011-01-23 05:00:00,2.7
2011-01-23 06:00:00,2.67
2011-01-23 07:00:00,13.925
2011-01-23 08:00:00,27.195
2011-01-23 09:00:00,56.695
2011-01-23 10:00:00,59.09
2011-01-23 11:00:00,68.31
2011-01-23 12:00:00,77.95
2011-01-23 13:00:00,64.51
2011-01-23 14:00:00,69.16
2011-01-23 15:00:00,67.61
2011-01-23 16:00:00,64.89
2011-01-23 17:00:00,62.41
2011-01-23 18:00:00,53.78
2011-01-23 19:00:00,50.34
2011-01-23 20:00:00,37.08
2011-01-23 21:00:00,41.91
2011-01-23 22:00:00,30.28
2011-01-23 23:00:00,18.95
2011-01-24 00:00:00,13.4
2011-01-24 01:00:00,4.96
2011-01-24 03:00:00,2.06
2011-01-24 04:00:00,2.13
2011-01-24 05:00:00,6.19
2011-01-24 06:00:00,35.17
2011-01-24 07:00:00,83.09
2011-01-24 08:00:00,217.06
2011-01-24 09:00:00,115.09
2011-01-24 10:00:00,42.12
2011-01-24 11:00:00,42.69
2011-01-24 12:00:00,50.9
2011-01-24 13:00:00,48.91
2011-01-24 14:00:00,49.95
2011-01-24 15:00:00,61.07
2011-01-24 16:00:00,64.63
2011-01-24 17:00:00,159.56
2011-01-24 18:00:00,154.05
2011-01-24 19:00:00,100.97
2011-01-24 20:00:00,59.19
2011-01-24 21:00:00,43.42
2011-01-24 22:00:00,28.67
2011-01-24 23:00:00,17.91
2011-01-25 00:00:00,9.61
2011-01-25 01:00:00,3.41
2011-01-25 02:00:00,2.0
2011-01-25 04:00:00,1.59
2011-01-25 05:00:00,5.05
2011-01-25 06:00:00,34.97
2011-01-25 07:00:00,98.58
2011-01-25 08:00:00,224.26
2011-01-25 09:00:00,121.93
2011-01-25 10:00:00,59.28
2011-01-25 11:00:00,67.11
2011-01-25 12:00:00,75.28
2011-01-25 13:00:00,73.0
2011-01-25 14:00:00,78.86
2011-01-25 15:00:00,81.07
2011-01-25 16:00:00,88.68
2011-01-25 17:00:00,211.5
2011-01-25 18:00:00,193.58
2011-01-25 19:00:00,115.41
2011-01-25 20:00:00,76.7
